,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
22,23,29351,19381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,120,19,,,,,,,2634,9,,,,,,,,,,,3362,48,,,349,44,123,3,,,,,114,28,,,,,307,60,,,,,,,,,,,,,,,,,,,,,,,379,7,,,,,,,,,,,34,31,39,5,,,,,,,,,,,,,,,,,160,55,,,,,,,,,,,,,20,46,,,,,,,,,,,,,,,,,184,3,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,35,,,,,,,,,,,,,,,,,,,,,,,,,780,9,,,,,,,,,,,,,9100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,778,2,,,,,,,,,425,5,,,,,,,,,,,,,,,,,,,,,,,104,46
23,24,3886,15422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,3,,,,,,,,,,,,,,,57,14,,,,,,,256,9,,,,,58,16,3970,6,,,,,,,,,,,2853,54,6,16,771,32,22,15,8,9,143,11,167,20,,,,,700,29,,,,,8,5,,,,,,,,,,,,,,,,,12,51,,,,,,,,,,,824,2,,,,,,,,,,,,,,,,,1446,7,302,36,,,,,,,,,,,,,14,64,,,,,,,,,19,2,,,2,20,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,37,8,13,121,9,,,,,,,,,,,,,,,,,,,,,290,23,,,,,1262,5,,,,,229,4,272,41,,,,,,,,,,,,,,,,,,,,,68,10,12,14,,,,,541,2,,,,,91,28,,,,,,,,,,,,,,,,,,,,,298,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,50
24,25,50381,14912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25,1305,25,,,,,,,,,,,10696,15,,,747,33,,,,,50,16,134,25,,,,,257,65,,,,,,,,,,,,,,,,,,,,,,,114,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,17,121,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,2381,14080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,22,,,,,,,,,,,,,,,55,273,,,,,,,,,,,12982,13,,,832,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,822,12640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,52,12,,,,,,,,,,,,,,,32,23,,,,,,,175,13,,,13,5,15,38,1395,24,,,,,,,32,14,,,4725,38,10,11,587,35,,,,,,,209,14,,,,,940,20,,,,,,,,,,,,,,,,,,,,,,,55,32,,,,,,,,,,,112,18,,,,,,,,,,,,,,,,,726,18,479,29,,,,,,,,,,,,,94,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,13,7,15,54,21,,,,,,,,,,,,,,,,,,,,,451,17,,,,,219,27,,,,,,,985,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,,,,,,,,,17,30,,,,,,,,,,,,,,,,,,,,,,,484,19
27,28,2952,12556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,13,,,,,,,,,,,,,107,11,1170,28,,,,,,,,,,,6759,24,5,24,1055,27,,,4,17,,,263,12,,,,,1154,17,,,,,,,,,,,,,,,,,,,,,,,18,48,,,,,,,,,,,,,,,,,,,12,18,,,,,,,7,9,581,22,47,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627,14,,,82,12,,,,,,,,,,,,,,,,,,,,,,,,,,,162,33,,,,,,,160,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,1258,12144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,40,,,,,,,1061,30,,,,,,,,,,,11007,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,2921,10869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,42,,,,,,,,,,,,,,,791,38,,,,,,,,,,,4963,32,,,,,,,,,,,,,,,,,212,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253,7,,,,,,,,,,,,,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,2392,10673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,29,,,,,,,133,18,,,,,,,895,33,,,,,,,55,10,,,5904,25,,,344,45,,,12,5,290,7,91,31,,,,,835,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,21,,,,,,,,,,,,,,,,,448,30,303,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,21,,,63,17,,,,,,,,,,,,,,,,,,,,,393,19,,,,,141,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,13,,,,,,,17,16,,,,,110,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,39
31,32,4192,10635,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,27,,,,,,,31,35,,,,,45,21,1226,27,,,,,,,51,12,,,5431,30,,,306,49,,,,,,,77,32,,,,,372,53,,,,,,,,,,,,,,,3,5,,,,,,,24,44,,,,,,,,,,,45,28,,,,,,,,,,,,,,,,,515,28,451,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,44,,,,,,,,,,,,,,,,,,,,,,,,,113,35,,,,,,,,,,,,,1577,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,40,,,,,,,,,,,,,,,,,,,,,,,,,,,54,19,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,82,55
32,33,2785,10334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,2,,,,,,,,,,,,,18,34,319,76,,,,,,,,,,,792,140,5,23,6243,6,,,11,6,,,11,109,,,,,926,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,49,,,,,,,,,,,,,,,,,898,14,75,65,,,,,,,,,,,,,,,,,,,,,8,6,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,16,,,,,,,,,,,,,,,,,,,,,13,1,,,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,56,66
33,34,2386,10304,,,,,,,,,,,90,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,,,,,,,36,30,,,,,13,46,242,95,,,,,,,,,,,3216,49,2,48,4368,8,,,,,,,74,33,,,,,543,41,,,,,,,,,,,,,,,,,,,,,,,57,30,,,,,,,,,,,44,29,,,,,,,,,,,,,,,,,316,40,,,,,,,,,,,,,,,24,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,85,11,,,,,,,,,,,,,,,,,,,,,118,33,,,,,244,23,,,,,,,7,128,,,,,,,,,,,,,,,,,,,,,14,17,,,,,,,,,,,,,80,31,,,,,,,,,,,,,24,12,,,,,,,,,,,,,14,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,648,15
34,35,5432,9904,,,,,,,,,,,553,9,,,6,2,,,,,,,,,,,,,,,,,44,14,,,,,80,3,,,,,,,,,6,69,,,,,,,,,,,,,,,407,65,,,,,,,,,,,3077,51,,,2422,15,,,,,219,8,25,61,,,,,239,69,,,,,,,,,,,,,,,,,54,3,,,,,127,17,187,4,,,,,,,,,,,,,,,,,336,5,,,,,,,,,294,43,253,39,,,,,,,,,,,,,23,42,,,,,,,,,,,,,,,,,,,76,4,,,,,,,,,49,4,,,40,3,,,,,,,,,,,,,,,204,36,8,14,45,23,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,10,,,,,44,45,,,,,512,1,,,152,2,,,161,5,,,,,,,,,,,,,110,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,56
35,36,18011,8765,16,7,,,,,,,,,77,19,,,,,,,,,,,,,,,,,,,12,4,,,,,,,73,4,,,,,,,,,21,31,,,,,,,55,25,,,,,,,345,71,,,,,,,,,,,4167,41,4,33,924,30,19,16,3,18,,,15,91,,,,,237,71,,,,,,,,,,,,,,,,,,,,,,,47,33,197,3,,,12,16,,,,,26,36,,,,,,,31,14,,,,,,,,,114,75,629,20,,,,,,,,,14,3,,,40,32,,,,,,,,,11,3,,,9,3,,,,,,,10,2,,,,,,,51,3,,,,,11,9,,,,,,,,,,,,,67,66,10,10,8,46,,,,,,,,,,,,,,,,,,,,,117,34,,,,,307,20,,,,,,,647,24,,,,,,,,,,,,,,,,,4,13,21,4,19,15,,,,,,,,,,,,,22,66,,,,,12,6,,,,,,,,,,,,,,,39,25,,,,,70,14,,,12,2,,,,,107,10,,,,,,,,,,,9,8,,,,,,,,,,,124,40
36,37,30549,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,74,,,,,,,34,32,,,,,11,52,678,45,,,,,,,,,,,5508,28,,,488,41,,,7,11,,,,,,,,,501,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,,,,,,,,,,,,,,,,,259,45,330,33,,,,,,,,,,,,,126,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,32,,,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,2719,8578,,,,,,,,,,,225,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,,,,,,,5,76,,,,,22,31,622,51,,,,,,,,,,,5326,31,4,30,459,43,12,20,,,,,47,43,,,,,617,34,,,,,,,,,,,,,,,,,,,,,,,156,14,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,296,42,,,,,,,,,,,,,,,27,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,54,,,,,,,,,,,,,,,,,,,,,,,,,93,38,,,,,,,,,,,,,292,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,48,,,,,,,,,,,,,,,,,,,,,,,,,,,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,29
38,39,6819,8477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,4278,5,,,,,,,,,,,1902,69,9,12,145,74,,,,,,,26,60,,,,,370,54,,,,,,,,,,,,,,,,,,,,,,,33,38,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,219,50,191,46,,,,,,,,,,,,,17,52,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,72,65,,,15,34,,,,,,,,,,,,,,,,,,,,,545,15,,,,,40,50,,,,,,,198,47,,,,,,,,,,,,,,,,,,,,,12,20,,,,,,,,,,,,,149,20,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,44
39,40,12745,8343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,50,,,,,,,,,,,,,,,107,175,,,,,,,,,,,444,197,,,7582,3,,,,,,,,,,,,,106,108,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,2281,8143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,4769,34,,,2112,18,,,,,,,,,,,,,645,30,,,,,,,,,,,,,,,,,,,,,,,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,39856,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10,,,,,,,,,,,,,,,46,19,,,,,,,69,22,,,,,28,28,687,44,,,,,,,,,,,2069,64,,,1749,19,,,,,,,30,52,,,,,544,40,,,,,,,,,,,,,,,,,,,,,,,160,13,,,,,,,,,,,59,23,,,,,,,,,,,,,,,,,1017,9,,,,,,,,,,,,,,,16,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47,,,,,,,,,,,,,,,,,,,,,207,25,,,,,149,34,,,,,,,803,20,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,30
42,43,1917,7894,,,,,,,,,,,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,,,,,,,38,28,,,,,93,12,464,59,,,,,,,,,,,4190,40,5,21,520,40,,,4,16,177,10,21,71,,,,,577,36,,,,,,,,,,,,,,,,,,,,,,,128,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,70,,,,,,,,,,,,,,,41,31,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071,8,,,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,53,,,,,,,,,,,,,,,,,,,,,8,23,,,,,,,,,,,,,63,34,,,,,,,,,,,,,,,,,,,,,,,,,,,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,47
43,44,2398,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,36,334,74,,,,,,,,,,,5718,26,8,14,318,47,,,,,,,33,50,,,,,568,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,91,187,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,64,,,,,,,,,,,,,,,,,,,,,,,,,68,47,,,,,,,,,,,,,203,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,54,,,,,,,,,,,,,,,,,,,,,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,483,7636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,45,,,,,,,31,34,,,,,15,37,265,86,,,,,,,,,,,5496,29,5,19,116,78,,,,,,,27,54,,,,,414,50,,,,,,,,,,,,,,,,,,,,,,,27,40,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,240,48,486,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,53,,,14,35,,,,,,,,,,,,,,,,,,,,,18,97,,,,,55,41,,,,,,,154,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,74,,,,,,,,,,,,,,,,,,,,,47,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,48
45,46,289363,7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7463,21,,,,,,,,,,,,,,,,,55,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,36218,7277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,43,,,,,,,53,26,,,,,12,50,1245,26,,,,,,,,,,,3895,44,,,76,93,,,,,,,36,48,,,,,300,61,,,,,,,,,,,,,,,,,,,,,,,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,64,1017,16,,,,,,,,,,,,,25,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,41,,,28,29,,,,,,,,,,,,,,,,,,,,,84,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,42
47,48,1602,7191,,,,,16,2,,,,,86,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,34,,,,,,,,,,,,,13,45,450,62,,,,,,,,,,,4728,37,4,28,527,39,,,,,,,,,,,,,234,72,,,,,,,,,,,,,,,,,,,,,,,115,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,59,,,,,,,,,,,,,,,,,,,,,,,,,132,31,,,,,137,36,,,,,,,321,36,,,,,,,,,,,,,,,,,,,3,5,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,43
48,49,1111,6969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,,,,,,,,,,,,,,,836,36,,,,,,,97,8,,,4306,39,,,734,34,,,,,,,,,,,,,143,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,188834,6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161,29,,,,,,,,,,,4756,35,,,,,,,,,,,,,,,,,405,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,2086,6077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,48,,,,,,,,,,,525,177,,,1570,20,,,,,,,,,,,,,42,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,69,1631,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,19,,,,,,,575,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,20
51,52,2399,6076,,,,,,,,,,,30,21,,,,,,,,,15,5,,,,,,,,,,,16,21,,,,,,,,,6,8,,,,,93,8,,,,,,,25,41,,,,,,,288,85,,,,,,,25,15,,,2350,58,3,37,1065,26,,,,,20,20,27,56,,,,,228,74,,,,,,,,,,,,,,,,,,,,,,,82,28,,,,,,,,,,,33,32,,,,,,,,,,,,,,,,,417,33,163,53,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,56,,,,,,,,,,,6,7,,,,,,,,,,,,,61,53,,,,,126,37,,,,,15,13,572,26,,,,,,,,,,,,,,,,,,,3,6,13,18,,,,,,,,,,,,,59,35,,,,,,,,,,,,,,,,,,,,,70,16,,,,,,,,,,,,,,,49,16,,,,,,,,,,,,,,,,,,,,,,,119,41
